SID,SEASON,NAME,ISO_TIME,NATURE,LAT,LON,WIND_KTS,PRES_MB,CATEGORY,DIST2LAND,LANDFALL,STORM_SPEED,STORM_DIR
1981283N07132,1981,FABIAN,1981-10-10 18:00:00,MX,9.1,129.9,,1004.0,,395,352,9,285
1981283N07132,1981,FABIAN,1981-10-11 00:00:00,MX,9.2,129.1,,1004.0,,311,261,9,285
1981283N07132,1981,FABIAN,1981-10-11 06:00:00,MX,9.7,128.0,,1004.0,,205,153,13,295
1981283N07132,1981,FABIAN,1981-10-11 12:00:00,MX,10.2,126.8,,1004.0,,117,80,13,290
1981283N07132,1981,FABIAN,1981-10-11 18:00:00,MX,10.6,125.4,,1004.0,,21,0,15,290
1981283N07132,1981,FABIAN,1981-10-12 00:00:00,MX,11.0,124.0,,1006.0,,0,0,14,285
1981283N07132,1981,FABIAN,1981-10-12 06:00:00,MX,11.2,122.7,,1004.0,,0,0,13,275
1981283N07132,1981,FABIAN,1981-10-12 12:00:00,TS,11.3,121.2,,1004.0,,86,86,16,275
1981283N07132,1981,FABIAN,1981-10-12 18:00:00,TS,11.5,119.5,,1004.0,,22,22,17,275
1981283N07132,1981,FABIAN,1981-10-13 00:00:00,TS,11.6,117.8,,1004.0,,180,180,20,270
1981283N07132,1981,FABIAN,1981-10-13 06:00:00,TS,11.6,115.6,,1000.0,,360,360,19,270
1981283N07132,1981,FABIAN,1981-10-13 12:00:00,TS,11.6,113.9,,1000.0,,491,407,16,270
1981283N07132,1981,FABIAN,1981-10-13 18:00:00,TS,11.6,112.2,40.0,994.0,,314,243,16,265
1981283N07132,1981,FABIAN,1981-10-14 00:00:00,TS,11.5,110.8,40.0,994.0,,169,107,13,270
1981283N07132,1981,FABIAN,1981-10-14 06:00:00,TS,11.5,109.6,45.0,994.0,,49,0,11,275
1981283N07132,1981,FABIAN,1981-10-14 12:00:00,TS,11.7,108.4,40.0,996.0,,0,0,15,295
1981283N07132,1981,FABIAN,1981-10-14 18:00:00,TS,12.7,107.0,,1002.0,,0,0,16,300
1981283N07132,1981,FABIAN,1981-10-15 00:00:00,TS,13.2,105.5,,1004.0,,0,0,16,280
1981283N07132,1981,FABIAN,1981-10-15 06:00:00,MX,13.5,103.9,,1004.0,,0,0,17,295
1981283N07132,1981,FABIAN,1981-10-15 12:00:00,MX,14.4,102.3,,1004.0,,0,0,17,300
1981283N07132,1981,FABIAN,1981-10-15 18:00:00,MX,15.1,101.0,,1006.0,,0,0,13,305
1981283N07132,1981,FABIAN,1981-10-16 00:00:00,ET,16.0,100.0,,1006.0,,0,0,14,315
1982120N11083,1982,UNNAMED,1982-05-01 03:00:00,TS,14.4,82.3,25.0,,Depression,209,201,6,30
1982120N11083,1982,UNNAMED,1982-05-01 06:00:00,TS,14.7,82.4,30.0,,Deep Depression,193,173,5,20
1982120N11083,1982,UNNAMED,1982-05-01 09:00:00,TS,14.9,82.4,33.0,,Deep Depression,173,153,4,5
1982120N11083,1982,UNNAMED,1982-05-01 12:00:00,TS,15.1,82.5,35.0,,Cyclonic Storm,159,148,5,20
1982120N11083,1982,UNNAMED,1982-05-01 14:00:00,TS,15.2,82.6,37.0,,Cyclonic Storm,153,144,6,35
1982120N11083,1982,UNNAMED,1982-05-01 15:00:00,TS,15.3,82.6,38.0,,Cyclonic Storm,144,128,7,45
1982120N11083,1982,UNNAMED,1982-05-01 18:00:00,TS,15.6,82.9,40.0,,Cyclonic Storm,128,123,7,45
1982120N11083,1982,UNNAMED,1982-05-01 21:00:00,TS,15.8,83.1,43.0,,Cyclonic Storm,123,123,7,45
1982120N11083,1982,UNNAMED,1982-05-02 00:00:00,TS,16.1,83.4,45.0,,Cyclonic Storm,130,130,8,50
1982120N11083,1982,UNNAMED,1982-05-02 02:00:00,TS,16.3,83.6,45.0,,Cyclonic Storm,139,139,9,50
1982120N11083,1982,UNNAMED,1982-05-02 03:00:00,TS,16.3,83.8,45.0,,Cyclonic Storm,158,148,8,70
1982120N11083,1982,UNNAMED,1982-05-02 06:00:00,TS,16.4,84.1,50.0,,Severe Cyclonic Storm,164,162,7,75
1982120N11083,1982,UNNAMED,1982-05-02 09:00:00,TS,16.5,84.5,53.0,,Severe Cyclonic Storm,185,185,7,75
1982120N11083,1982,UNNAMED,1982-05-02 12:00:00,TS,16.6,84.8,55.0,,Severe Cyclonic Storm,200,198,7,65
1982120N11083,1982,UNNAMED,1982-05-02 14:00:00,TS,16.8,85.0,55.0,,Severe Cyclonic Storm,193,193,7,60
1982120N11083,1982,UNNAMED,1982-05-02 15:00:00,TS,16.8,85.1,55.0,,Severe Cyclonic Storm,198,195,7,60
1982120N11083,1982,UNNAMED,1982-05-02 18:00:00,TS,17.0,85.5,55.0,,Severe Cyclonic Storm,207,207,8,70
1982120N11083,1982,UNNAMED,1982-05-02 21:00:00,TS,17.1,85.9,58.0,,Severe Cyclonic Storm,230,230,8,80
1982120N11083,1982,UNNAMED,1982-05-03 00:00:00,TS,17.1,86.3,60.0,,Severe Cyclonic Storm,261,261,9,85
1982120N11083,1982,UNNAMED,1982-05-03 02:00:00,TS,17.1,86.6,63.0,,Severe Cyclonic Storm,284,284,9,85
1982120N11083,1982,UNNAMED,1982-05-03 03:00:00,TS,17.2,86.8,65.0,,Very Severe Cyclonic Storm,293,293,12,75
1982120N11083,1982,UNNAMED,1982-05-03 06:00:00,TS,17.4,87.4,80.0,,Very Severe Cyclonic Storm,309,309,12,75
1982120N11083,1982,UNNAMED,1982-05-03 09:00:00,TS,17.4,88.0,85.0,,Very Severe Cyclonic Storm,336,336,10,85
1982120N11083,1982,UNNAMED,1982-05-03 12:00:00,TS,17.4,88.5,90.0,,Very Severe Cyclonic Storm,365,365,11,90
1982120N11083,1982,UNNAMED,1982-05-03 14:00:00,TS,17.4,88.9,95.0,,Very Severe Cyclonic Storm,392,392,12,90
1982120N11083,1982,UNNAMED,1982-05-03 15:00:00,TS,17.4,89.1,98.0,,Very Severe Cyclonic Storm,406,406,12,90
1982120N11083,1982,UNNAMED,1982-05-03 18:00:00,TS,17.5,89.8,105.0,,Very Severe Cyclonic Storm,436,396,11,90
1982120N11083,1982,UNNAMED,1982-05-03 21:00:00,TS,17.5,90.3,110.0,,Very Severe Cyclonic Storm,396,340,11,85
1982120N11083,1982,UNNAMED,1982-05-04 00:00:00,TS,17.5,90.9,115.0,,Very Severe Cyclonic Storm,340,303,11,90
1982120N11083,1982,UNNAMED,1982-05-04 02:00:00,TS,17.5,91.3,115.0,,Very Severe Cyclonic Storm,303,286,12,90
1982120N11083,1982,UNNAMED,1982-05-04 03:00:00,TS,17.5,91.6,115.0,,Very Severe Cyclonic Storm,278,230,14,90
1982120N11083,1982,UNNAMED,1982-05-04 06:00:00,TS,17.5,92.3,115.0,,Very Severe Cyclonic Storm,222,149,15,90
1982120N11083,1982,UNNAMED,1982-05-04 09:00:00,TS,17.5,93.2,115.0,,Very Severe Cyclonic Storm,140,57,17,90
1982120N11083,1982,UNNAMED,1982-05-04 12:00:00,TS,17.4,94.0,115.0,,Very Severe Cyclonic Storm,57,21,15,90
1982120N11083,1982,UNNAMED,1982-05-04 14:00:00,TS,17.4,94.5,115.0,,Very Severe Cyclonic Storm,10,0,13,90
1982120N11083,1982,UNNAMED,1982-05-04 15:00:00,TS,17.4,94.7,115.0,,Very Severe Cyclonic Storm,0,0,12,90
1982120N11083,1982,UNNAMED,1982-05-04 18:00:00,TS,17.4,95.3,115.0,,Very Severe Cyclonic Storm,0,0,13,85
1982120N11083,1982,UNNAMED,1982-05-04 21:00:00,TS,17.5,96.0,87.0,,Very Severe Cyclonic Storm,0,0,14,85
1982120N11083,1982,UNNAMED,1982-05-05 00:00:00,TS,17.6,96.8,58.0,,Very Severe Cyclonic Storm,0,0,13,80
1982120N11083,1982,UNNAMED,1982-05-05 02:00:00,TS,17.7,97.1,39.0,,Very Severe Cyclonic Storm,0,0,9,65
1982120N11083,1982,UNNAMED,1982-05-05 03:00:00,TS,17.8,97.2,30.0,,Deep Depression,0,0,4,20
1982150N13087,1982,UNNAMED,1982-05-31 12:00:00,MX,14.7,90.3,25.0,990.0,Depression,442,429,8,50
1982150N13087,1982,UNNAMED,1982-05-31 14:00:00,MX,14.8,90.4,27.0,989.0,Depression,429,415,7,50
1982150N13087,1982,UNNAMED,1982-05-31 15:00:00,MX,14.9,90.5,28.0,989.0,Depression,415,398,5,20
1982150N13087,1982,UNNAMED,1982-05-31 18:00:00,MX,15.1,90.5,30.0,988.0,Deep Depression,409,403,5,345
1982150N13087,1982,UNNAMED,1982-05-31 21:00:00,MX,15.4,90.4,33.0,987.0,Deep Depression,412,410,5,335
1982150N13087,1982,UNNAMED,1982-06-01 00:00:00,MX,15.6,90.3,35.0,986.0,Cyclonic Storm,419,417,6,340
1982150N13087,1982,UNNAMED,1982-06-01 02:00:00,MX,15.8,90.3,38.0,985.0,Cyclonic Storm,417,417,6,350
1982150N13087,1982,UNNAMED,1982-06-01 03:00:00,MX,15.9,90.2,40.0,984.0,Cyclonic Storm,427,427,6,355
1982150N13087,1982,UNNAMED,1982-06-01 06:00:00,MX,16.2,90.2,40.0,984.0,Cyclonic Storm,428,428,4,345
1982150N13087,1982,UNNAMED,1982-06-01 09:00:00,MX,16.3,90.1,40.0,984.0,Cyclonic Storm,439,439,3,320
1982150N13087,1982,UNNAMED,1982-06-01 12:00:00,MX,16.4,90.0,40.0,984.0,Cyclonic Storm,450,450,4,320
1982150N13087,1982,UNNAMED,1982-06-01 14:00:00,MX,16.6,89.9,40.0,984.0,Cyclonic Storm,463,463,5,330
1982150N13087,1982,UNNAMED,1982-06-01 15:00:00,MX,16.6,89.9,40.0,984.0,Cyclonic Storm,463,463,5,330
1982150N13087,1982,UNNAMED,1982-06-01 18:00:00,MX,16.9,89.7,40.0,984.0,Cyclonic Storm,484,475,4,320
1982150N13087,1982,UNNAMED,1982-06-01 21:00:00,MX,17.0,89.6,40.0,984.0,Cyclonic Storm,475,453,4,315
1982150N13087,1982,UNNAMED,1982-06-02 00:00:00,MX,17.1,89.4,40.0,984.0,Cyclonic Storm,453,437,5,330
1982150N13087,1982,UNNAMED,1982-06-02 02:00:00,TS,17.3,89.4,43.0,983.0,Cyclonic Storm,437,421,6,345
1982150N13087,1982,UNNAMED,1982-06-02 03:00:00,TS,17.4,89.3,45.0,982.0,Cyclonic Storm,421,406,3,330
1982150N13087,1982,UNNAMED,1982-06-02 06:00:00,TS,17.5,89.2,45.0,982.0,Cyclonic Storm,406,383,4,320
1982150N13087,1982,UNNAMED,1982-06-02 09:00:00,TS,17.7,89.1,45.0,982.0,Cyclonic Storm,383,352,5,320
1982150N13087,1982,UNNAMED,1982-06-02 12:00:00,TS,17.9,88.9,45.0,982.0,Severe Cyclonic Storm,352,329,6,320
1982150N13087,1982,UNNAMED,1982-06-02 14:00:00,TS,18.1,88.7,47.0,981.0,Severe Cyclonic Storm,321,321,5,315
1982150N13087,1982,UNNAMED,1982-06-02 15:00:00,TS,18.1,88.7,48.0,981.0,Severe Cyclonic Storm,321,291,5,315
1982150N13087,1982,UNNAMED,1982-06-02 18:00:00,TS,18.3,88.5,50.0,979.0,Severe Cyclonic Storm,291,268,5,330
1982150N13087,1982,UNNAMED,1982-06-02 21:00:00,TS,18.5,88.4,53.0,978.0,Severe Cyclonic Storm,268,229,5,330
1982150N13087,1982,UNNAMED,1982-06-03 00:00:00,TS,18.8,88.2,55.0,976.0,Severe Cyclonic Storm,229,207,6,310
1982150N13087,1982,UNNAMED,1982-06-03 02:00:00,TS,18.9,88.0,62.0,973.0,Severe Cyclonic Storm,207,199,7,295
1982150N13087,1982,UNNAMED,1982-06-03 03:00:00,TS,18.9,87.9,65.0,972.0,Very Severe Cyclonic Storm,199,139,9,315
1982150N13087,1982,UNNAMED,1982-06-03 06:00:00,TS,19.3,87.5,80.0,960.0,Very Severe Cyclonic Storm,139,109,8,320
1982150N13087,1982,UNNAMED,1982-06-03 09:00:00,TS,19.5,87.3,90.0,952.0,Very Severe Cyclonic Storm,109,54,8,320
1982150N13087,1982,UNNAMED,1982-06-03 12:00:00,TS,19.9,86.9,90.0,952.0,Very Severe Cyclonic Storm,49,11,11,320
1982150N13087,1982,UNNAMED,1982-06-03 14:00:00,TS,20.2,86.7,90.0,952.0,Very Severe Cyclonic Storm,11,0,11,325
1982150N13087,1982,UNNAMED,1982-06-03 15:00:00,TS,20.4,86.6,90.0,952.0,Very Severe Cyclonic Storm,0,0,11,325
1982150N13087,1982,UNNAMED,1982-06-03 18:00:00,TS,20.9,86.3,90.0,952.0,Very Severe Cyclonic Storm,0,0,11,325
1982150N13087,1982,UNNAMED,1982-06-03 21:00:00,TS,21.3,86.0,78.0,961.0,Very Severe Cyclonic Storm,0,0,11,325
1982150N13087,1982,UNNAMED,1982-06-04 00:00:00,TS,21.7,85.6,65.0,970.0,Very Severe Cyclonic Storm,0,0,11,325
1982150N13087,1982,UNNAMED,1982-06-04 02:00:00,TS,22.1,85.4,52.0,978.0,Very Severe Cyclonic Storm,0,0,12,330
1982150N13087,1982,UNNAMED,1982-06-04 03:00:00,TS,22.2,85.3,45.0,982.0,Cyclonic Storm,0,0,11,325
1982150N13087,1982,UNNAMED,1982-06-04 06:00:00,TS,22.7,84.9,35.0,986.0,Cyclonic Storm,0,0,10,320
1982150N13087,1982,UNNAMED,1982-06-04 08:00:00,MX,22.8,84.7,33.0,987.0,Cyclonic Storm,0,0,8,285
1982150N13087,1982,UNNAMED,1982-06-04 09:00:00,TS,22.8,84.5,33.0,987.0,Cyclonic Storm,0,0,10,285
1982150N13087,1982,UNNAMED,1982-06-04 12:00:00,TS,23.0,84.0,30.0,988.0,Deep Depression,0,0,14,305
1982150N13087,1982,UNNAMED,1982-06-04 15:00:00,TS,23.5,83.3,30.0,988.0,Deep Depression,0,0,17,305
1982150N13087,1982,UNNAMED,1982-06-04 18:00:00,TS,24.0,82.5,30.0,988.0,Deep Depression,0,0,18,295
1982150N13087,1982,UNNAMED,1982-06-04 21:00:00,TS,24.2,81.5,28.0,989.0,Deep Depression,0,0,15,290
1982150N13087,1982,UNNAMED,1982-06-05 00:00:00,TS,24.5,81.0,25.0,990.0,Depression,0,0,8,0
1982150N13087,1982,UNNAMED,1982-06-05 03:00:00,TS,25.0,81.5,20.0,991.0,Depression,0, ,14,40
1982168N23090,1982,UNNAMED,1982-06-17 03:00:00,TS,23.0,90.0,25.0,,Depression,0,0,5,45
1982168N23090,1982,UNNAMED,1982-06-17 06:00:00,TS,23.2,90.2,25.0,,Depression,0,0,5,45
1982168N23090,1982,UNNAMED,1982-06-17 09:00:00,TS,23.3,90.3,25.0,,Depression,0,0,5,45
1982168N23090,1982,UNNAMED,1982-06-17 12:00:00,TS,23.5,90.5,25.0,,Depression,0,0,6,40
1982168N23090,1982,UNNAMED,1982-06-17 15:00:00,TS,23.8,90.8,,,Depression,0,0,8,40
1982168N23090,1982,UNNAMED,1982-06-17 18:00:00,TS,24.1,91.1,,,Depression,0,0,8,40
1982168N23090,1982,UNNAMED,1982-06-17 21:00:00,TS,24.4,91.4,,,Depression,0,0,8,40
1982168N23090,1982,UNNAMED,1982-06-18 00:00:00,TS,24.7,91.7,,,Depression,0,0,8,45
1982168N23090,1982,UNNAMED,1982-06-18 03:00:00,TS,25.0,92.0,25.0,,Depression,0, ,8,45
1982196N20069,1982,UNNAMED,1982-07-15 03:00:00,TS,20.5,69.0,25.0,,Depression,137,137,7,300
1982196N20069,1982,UNNAMED,1982-07-15 06:00:00,TS,20.7,68.7,25.0,,Depression,144,144,7,300
1982196N20069,1982,UNNAMED,1982-07-15 09:00:00,TS,20.8,68.3,25.0,,Depression,167,159,7,300
1982196N20069,1982,UNNAMED,1982-07-15 12:00:00,TS,21.0,68.0,25.0,,Depression,172,159,7,315
1982196N20069,1982,UNNAMED,1982-07-15 15:00:00,TS,21.3,67.8,,,Depression,159,151,7,330
1982196N20069,1982,UNNAMED,1982-07-15 18:00:00,TS,21.6,67.6,,,Depression,155,149,7,330
1982196N20069,1982,UNNAMED,1982-07-15 21:00:00,TS,21.9,67.4,,,Depression,160,158,7,330
1982196N20069,1982,UNNAMED,1982-07-16 00:00:00,TS,22.2,67.2,,,Depression,175,157,7,330
1982196N20069,1982,UNNAMED,1982-07-16 03:00:00,TS,22.5,67.0,25.0,,Depression,157, ,7,330
1982199N18088,1982,UNNAMED,1982-07-18 03:00:00,TS,18.0,88.0,25.0,,Depression,279,252,7,290
1982199N18088,1982,UNNAMED,1982-07-18 06:00:00,TS,18.1,87.6,27.0,,Depression,247,222,7,290
1982199N18088,1982,UNNAMED,1982-07-18 09:00:00,TS,18.2,87.3,28.0,,Depression,222,200,6,285
1982199N18088,1982,UNNAMED,1982-07-18 12:00:00,TS,18.3,87.0,30.0,,Deep Depression,200,183,6,285
1982199N18088,1982,UNNAMED,1982-07-18 15:00:00,TS,18.4,86.7,30.0,,Deep Depression,179,172,5,280
1982199N18088,1982,UNNAMED,1982-07-18 18:00:00,TS,18.4,86.5,30.0,,Deep Depression,172,149,5,280
1982199N18088,1982,UNNAMED,1982-07-18 21:00:00,TS,18.5,86.2,30.0,,Deep Depression,149,138,5,280
1982199N18088,1982,UNNAMED,1982-07-19 00:00:00,TS,18.5,86.0,30.0,,Deep Depression,138,138,2,280
1982199N18088,1982,UNNAMED,1982-07-19 03:00:00,TS,18.5,86.0,30.0,,Deep Depression,138,109,3,315
1982199N18088,1982,UNNAMED,1982-07-19 06:00:00,TS,18.7,85.8,30.0,,Deep Depression,109,79,5,315
1982199N18088,1982,UNNAMED,1982-07-19 09:00:00,TS,18.9,85.6,28.0,,Deep Depression,79,64,4,315
1982199N18088,1982,UNNAMED,1982-07-19 12:00:00,TS,19.0,85.5,25.0,,Depression,64,49,4,315
1982199N18088,1982,UNNAMED,1982-07-19 15:00:00,TS,19.1,85.4,24.0,,Depression,49,35,4,315
1982199N18088,1982,UNNAMED,1982-07-19 18:00:00,TS,19.3,85.2,23.0,,Depression,22,10,3,315
1982199N18088,1982,UNNAMED,1982-07-19 21:00:00,TS,19.4,85.1,21.0,,Depression,10,0,3,315
1982199N18088,1982,UNNAMED,1982-07-20 00:00:00,TS,19.5,85.0,20.0,,Depression,0, ,3,315
1982214N23090,1982,UNNAMED,1982-08-02 03:00:00,TS,23.0,90.0,25.0,,Depression,0,0,2,170
1982214N23090,1982,UNNAMED,1982-08-02 06:00:00,TS,22.9,90.0,25.0,,Depression,0,0,1,165
1982214N23090,1982,UNNAMED,1982-08-02 09:00:00,TS,22.9,90.0,25.0,,Depression,0,0,1,350
1982214N23090,1982,UNNAMED,1982-08-02 12:00:00,TS,23.0,90.0,25.0,,Depression,0,0,4,355
1982214N23090,1982,UNNAMED,1982-08-02 15:00:00,TS,23.3,90.0,,,Depression,0,0,7,355
1982214N23090,1982,UNNAMED,1982-08-02 18:00:00,TS,23.7,89.9,,,Depression,0,0,9,360
1982214N23090,1982,UNNAMED,1982-08-02 21:00:00,TS,24.2,89.9,,,Depression,0,0,9,360
1982214N23090,1982,UNNAMED,1982-08-03 00:00:00,TS,24.6,89.9,,,Depression,0,0,8,5
1982214N23090,1982,UNNAMED,1982-08-03 03:00:00,TS,25.0,90.0,25.0,,Depression,0,0,6,20
1982214N23090,1982,UNNAMED,1982-08-03 06:00:00,TS,25.2,90.2,25.0,,Depression,0,0,5,40
1982214N23090,1982,UNNAMED,1982-08-03 09:00:00,TS,25.4,90.4,25.0,,Depression,0,0,4,45
1982214N23090,1982,UNNAMED,1982-08-03 12:00:00,TS,25.5,90.5,25.0,,Depression,0,0,2,25
1982214N23090,1982,UNNAMED,1982-08-03 15:00:00,TS,25.6,90.5,,,Depression,0,0,2,315
1982214N23090,1982,UNNAMED,1982-08-03 18:00:00,TS,25.6,90.3,,,Depression,0,0,3,285
1982214N23090,1982,UNNAMED,1982-08-03 21:00:00,TS,25.7,90.1,,,Depression,0,0,5,275
1982214N23090,1982,UNNAMED,1982-08-04 00:00:00,TS,25.7,89.8,,,Depression,0,0,6,275
1982214N23090,1982,UNNAMED,1982-08-04 03:00:00,TS,25.7,89.5,25.0,,Depression,0, ,6,275
1982224N20089,1982,UNNAMED,1982-08-12 03:00:00,TS,20.0,88.5,25.0,,Depression,174,136,7,300
1982224N20089,1982,UNNAMED,1982-08-12 06:00:00,TS,20.2,88.2,25.0,,Depression,136,103,7,300
1982224N20089,1982,UNNAMED,1982-08-12 09:00:00,TS,20.3,87.8,25.0,,Depression,94,56,7,300
1982224N20089,1982,UNNAMED,1982-08-12 12:00:00,TS,20.5,87.5,25.0,,Depression,56,38,6,285
1982224N20089,1982,UNNAMED,1982-08-12 15:00:00,TS,20.5,87.3,25.0,,Depression,38,15,5,270
1982224N20089,1982,UNNAMED,1982-08-12 18:00:00,TS,20.5,87.0,25.0,,Depression,15, ,5,270
1982230N21088,1982,UNNAMED,1982-08-18 03:00:00,TS,21.0,88.0,25.0,,Depression,70,54,5,320
1982230N21088,1982,UNNAMED,1982-08-18 06:00:00,TS,21.2,87.8,25.0,,Depression,55,44,5,320
1982230N21088,1982,UNNAMED,1982-08-18 09:00:00,TS,21.3,87.7,25.0,,Depression,44,15,5,315
1982230N21088,1982,UNNAMED,1982-08-18 12:00:00,TS,21.5,87.5,25.0,,Depression,15,0,4,310
1982230N21088,1982,UNNAMED,1982-08-18 15:00:00,TS,21.6,87.3,,,Depression,0,0,4,305
1982230N21088,1982,UNNAMED,1982-08-18 18:00:00,TS,21.7,87.1,,,Depression,0,0,4,300
1982230N21088,1982,UNNAMED,1982-08-18 21:00:00,TS,21.8,86.9,,,Depression,0,0,4,295
1982230N21088,1982,UNNAMED,1982-08-19 00:00:00,TS,21.9,86.7,,,Depression,0,0,4,295
1982230N21088,1982,UNNAMED,1982-08-19 03:00:00,TS,22.0,86.5,25.0,,Depression,0,0,4,295
1982230N21088,1982,UNNAMED,1982-08-19 06:00:00,TS,22.1,86.3,25.0,,Depression,0,0,3,295
1982230N21088,1982,UNNAMED,1982-08-19 09:00:00,TS,22.1,86.2,25.0,,Depression,0,0,3,295
1982230N21088,1982,UNNAMED,1982-08-19 12:00:00,TS,22.2,86.0,25.0,,Depression,0, ,3,295
1982237N26080,1982,UNNAMED,1982-08-25 03:00:00,TS,26.0,80.0,25.0,,Depression,0, , , 
1982239N19089,1982,UNNAMED,1982-08-27 03:00:00,TS,19.0,88.5,25.0,,Depression,238,201,8,330
1982239N19089,1982,UNNAMED,1982-08-27 06:00:00,TS,19.4,88.3,25.0,,Depression,195,160,8,335
1982239N19089,1982,UNNAMED,1982-08-27 09:00:00,TS,19.7,88.1,25.0,,Depression,160,130,7,335
1982239N19089,1982,UNNAMED,1982-08-27 12:00:00,TS,20.0,88.0,25.0,,Depression,130,113,6,345
1982239N19089,1982,UNNAMED,1982-08-27 15:00:00,TS,20.3,88.0,,,Depression,113,99,5,355
1982239N19089,1982,UNNAMED,1982-08-27 18:00:00,TS,20.5,88.0,,,Depression,106,102,4,5
1982239N19089,1982,UNNAMED,1982-08-27 21:00:00,TS,20.7,88.0,,,Depression,102,80,4,10
1982239N19089,1982,UNNAMED,1982-08-28 00:00:00,TS,20.9,88.0,,,Depression,80,70,3,0
1982239N19089,1982,UNNAMED,1982-08-28 03:00:00,TS,21.0,88.0,25.0,,Depression,70,59,2,355
1982239N19089,1982,UNNAMED,1982-08-28 06:00:00,TS,21.1,88.0,25.0,,Depression,59,54,2,325
1982239N19089,1982,UNNAMED,1982-08-28 09:00:00,TS,21.2,87.9,25.0,,Depression,54,54,3,290
1982239N19089,1982,UNNAMED,1982-08-28 12:00:00,TS,21.2,87.7,25.0,,Depression,54,45,5,260
1982239N19089,1982,UNNAMED,1982-08-28 15:00:00,TS,21.1,87.3,,,Depression,45,0,8,250
1982239N19089,1982,UNNAMED,1982-08-28 18:00:00,TS,20.9,86.9,,,Depression,0,0,10,245
1982239N19089,1982,UNNAMED,1982-08-28 21:00:00,TS,20.7,86.4,,,Depression,0,0,10,250
1982239N19089,1982,UNNAMED,1982-08-29 00:00:00,TS,20.6,85.9,,,Depression,0,0,8,255
1982239N19089,1982,UNNAMED,1982-08-29 03:00:00,TS,20.5,85.5,25.0,,Depression,0,0,6,275
1982239N19089,1982,UNNAMED,1982-08-29 06:00:00,TS,20.6,85.3,25.0,,Depression,0,0,5,310
1982239N19089,1982,UNNAMED,1982-08-29 09:00:00,TS,20.8,85.1,25.0,,Depression,0,0,5,330
1982239N19089,1982,UNNAMED,1982-08-29 12:00:00,TS,21.0,85.0,25.0,,Depression,0,0,4,340
1982239N19089,1982,UNNAMED,1982-08-29 15:00:00,TS,21.2,84.9,,,Depression,0,0,3,345
1982239N19089,1982,UNNAMED,1982-08-29 18:00:00,TS,21.3,84.9,,,Depression,0,0,4,5
1982239N19089,1982,UNNAMED,1982-08-29 21:00:00,TS,21.5,84.9,,,Depression,0,0,4,5
1982239N19089,1982,UNNAMED,1982-08-30 00:00:00,TS,21.7,85.0,,,Depression,0,0,5,5
1982239N19089,1982,UNNAMED,1982-08-30 03:00:00,TS,22.0,85.0,25.0,,Depression,0,0,6,5
1982239N19089,1982,UNNAMED,1982-08-30 06:00:00,TS,22.3,85.0,25.0,,Depression,0,0,7,0
1982239N19089,1982,UNNAMED,1982-08-30 09:00:00,TS,22.7,85.0,25.0,,Depression,0,0,7,360
1982239N19089,1982,UNNAMED,1982-08-30 12:00:00,TS,23.0,85.0,25.0,,Depression,0,0,6,5
1982239N19089,1982,UNNAMED,1982-08-30 15:00:00,TS,23.2,85.1,,,Depression,0,0,4,15
1982239N19089,1982,UNNAMED,1982-08-30 18:00:00,TS,23.4,85.1,,,Depression,0,0,4,0
1982239N19089,1982,UNNAMED,1982-08-30 21:00:00,TS,23.6,85.1,,,Depression,0,0,4,330
1982239N19089,1982,UNNAMED,1982-08-31 00:00:00,TS,23.8,84.9,,,Depression,0,0,7,310
1982239N19089,1982,UNNAMED,1982-08-31 03:00:00,TS,24.0,84.5,25.0,,Depression,0,0,12,300
1982239N19089,1982,UNNAMED,1982-08-31 06:00:00,TS,24.4,83.7,25.0,,Depression,0,0,17,295
1982239N19089,1982,UNNAMED,1982-08-31 09:00:00,TS,24.7,82.8,25.0,,Depression,0,0,17,295
1982239N19089,1982,UNNAMED,1982-08-31 12:00:00,TS,25.0,82.0,25.0,,Depression,0,0,12,290
1982239N19089,1982,UNNAMED,1982-08-31 15:00:00,TS,25.1,81.6,,,Depression,0,0,5,285
1982239N19089,1982,UNNAMED,1982-08-31 18:00:00,TS,25.2,81.4,,,Depression,0,0,2,270
1982239N19089,1982,UNNAMED,1982-08-31 21:00:00,TS,25.1,81.4,,,Depression,0,0,1,0
1982239N19089,1982,UNNAMED,1982-09-01 00:00:00,TS,25.1,81.5,,,Depression,0,0,1,145
1982239N19089,1982,UNNAMED,1982-09-01 03:00:00,TS,25.0,81.5,20.0,,Depression,0,0,1,0
1982239N19089,1982,UNNAMED,1982-09-01 06:00:00,TS,25.0,81.4,20.0,,Depression,0,0,1,270
1982239N19089,1982,UNNAMED,1982-09-01 09:00:00,TS,25.0,81.4,20.0,,Depression,0,0,1,270
1982239N19089,1982,UNNAMED,1982-09-01 12:00:00,TS,25.0,81.3,20.0,,Depression,0,0,1,250
1982239N19089,1982,UNNAMED,1982-09-01 15:00:00,TS,25.0,81.3,,,Depression,0,0,1,205
1982239N19089,1982,UNNAMED,1982-09-01 18:00:00,TS,24.9,81.3,,,Depression,0,0,1,220
1982239N19089,1982,UNNAMED,1982-09-01 21:00:00,TS,24.9,81.2,,,Depression,0,0,1,270
1982239N19089,1982,UNNAMED,1982-09-02 00:00:00,TS,24.9,81.2,,,Depression,0,0,2,290
